Session,Spin_Num,Data_Index,Actual_Number,Predicted_Anchors,Confidence_%,Bet_Placed,Total_Bet,Result,Net_Profit,Bankroll,Hit
10,31,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4072.0,YES
10,32,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4144.0,YES
11,1,61,14,6|34|27|16,52.9,YES,12.0,LOSS,-12.0,3988.0,NO
11,2,62,20,5|10|24|31,46.6,YES,12.0,WIN,24.0,4012.0,YES
11,3,63,17,1|33|20|14,58.3,YES,12.0,LOSS,-12.0,4000.0,NO
11,4,64,6,0|26|32|8,53.5,YES,12.0,LOSS,-12.0,3988.0,NO
11,5,65,26,9|31|22|25,55.3,NO,0,,0,3988.0,YES
11,6,66,17,8|30|23|6,57.2,NO,0,,0,3988.0,NO
11,7,67,3,0|26|32|6,61.5,NO,0,,0,3988.0,NO
11,8,68,16,0|26|32|6,63.8,YES,12.0,WIN,24.0,4012.0,YES
11,9,69,36,20|1|14|36,65.4,YES,12.0,WIN,24.0,4036.0,YES
11,10,70,9,18|22|29|35,64.9,YES,12.0,LOSS,-12.0,4024.0,NO
11,11,71,9,34|17|6|16,63.6,YES,12.0,LOSS,-12.0,4012.0,NO
11,12,72,20,34|17|6|9,65.4,NO,0,,0,4012.0,NO
11,13,73,27,17|25|34|1,65.0,NO,0,,0,4012.0,NO
11,14,74,23,16|24|33|20,63.3,NO,0,,0,4012.0,NO
11,15,75,24,4|19|21|16,64.6,YES,12.0,WIN,24.0,4036.0,YES
11,16,76,1,16|24|33|21,66.1,YES,12.0,WIN,24.0,4060.0,YES
11,17,77,22,26|3|0|15,66.8,YES,12.0,LOSS,-12.0,4048.0,NO
11,18,78,30,2|21|25|16,69.2,YES,12.0,LOSS,-12.0,4036.0,NO
11,19,79,9,24|5|16|33,65.8,NO,0,,0,4036.0,YES
11,20,80,34,9|31|22|20,63.5,NO,0,,0,4036.0,YES
11,21,81,7,0|26|32|7,63.4,NO,0,,0,4036.0,YES
11,22,82,18,14|20|31|15,61.3,YES,12.0,LOSS,-12.0,4024.0,NO
11,23,83,6,36|13|11|9,62.4,YES,24.0,WIN,48.0,4072.0,YES
11,24,84,1,9|31|22|26,67.2,YES,24.0,LOSS,-24.0,4048.0,NO
11,25,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4024.0,NO
11,26,86,10,11|36|30|9,60.2,NO,0,,0,4024.0,NO
11,27,87,21,6|34|27|9,60.5,NO,0,,0,4024.0,NO
11,28,88,8,13|27|36|32,57.9,NO,0,,0,4024.0,NO
11,29,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4000.0,NO
11,30,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4072.0,YES
11,31,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4144.0,YES
12,1,62,20,5|10|24|31,56.6,YES,12.0,WIN,24.0,4024.0,YES
12,2,63,17,1|33|20|14,68.3,YES,12.0,LOSS,-12.0,4012.0,NO
12,3,64,6,0|26|32|8,56.8,YES,12.0,LOSS,-12.0,4000.0,NO
12,4,65,26,9|31|22|25,58.7,NO,0,,0,4000.0,YES
12,5,66,17,8|30|23|6,63.3,NO,0,,0,4000.0,NO
12,6,67,3,0|26|32|6,65.5,NO,0,,0,4000.0,NO
12,7,68,16,0|26|32|6,67.3,YES,12.0,WIN,24.0,4024.0,YES
12,8,69,36,20|1|14|36,68.6,YES,12.0,WIN,24.0,4048.0,YES
12,9,70,9,18|22|29|35,67.9,YES,12.0,LOSS,-12.0,4036.0,NO
12,10,71,9,34|17|6|16,66.2,YES,12.0,LOSS,-12.0,4024.0,NO
12,11,72,20,34|17|6|9,66.2,NO,0,,0,4024.0,NO
12,12,73,27,17|25|34|1,65.6,NO,0,,0,4024.0,NO
12,13,74,23,16|24|33|20,63.8,NO,0,,0,4024.0,NO
12,14,75,24,4|19|21|16,65.0,YES,12.0,WIN,24.0,4048.0,YES
12,15,76,1,16|24|33|21,66.6,YES,12.0,WIN,24.0,4072.0,YES
12,16,77,22,26|3|0|15,67.2,YES,12.0,LOSS,-12.0,4060.0,NO
12,17,78,30,2|21|25|16,69.6,YES,12.0,LOSS,-12.0,4048.0,NO
12,18,79,9,24|5|16|33,66.2,NO,0,,0,4048.0,YES
12,19,80,34,9|31|22|20,63.9,NO,0,,0,4048.0,YES
12,20,81,7,0|26|32|7,63.8,NO,0,,0,4048.0,YES
12,21,82,18,14|20|31|15,61.3,YES,12.0,LOSS,-12.0,4036.0,NO
12,22,83,6,36|13|11|9,62.4,YES,24.0,WIN,48.0,4084.0,YES
12,23,84,1,9|31|22|26,67.2,YES,24.0,LOSS,-24.0,4060.0,NO
12,24,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4036.0,NO
12,25,86,10,11|36|30|9,60.2,NO,0,,0,4036.0,NO
12,26,87,21,6|34|27|9,60.5,NO,0,,0,4036.0,NO
12,27,88,8,13|27|36|32,57.9,NO,0,,0,4036.0,NO
12,28,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4012.0,NO
12,29,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4084.0,YES
12,30,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4156.0,YES
13,1,63,17,1|33|20|14,58.3,YES,12.0,LOSS,-12.0,3988.0,NO
13,2,64,6,0|26|32|8,46.8,YES,12.0,LOSS,-12.0,3976.0,NO
13,3,65,26,9|31|22|25,55.3,NO,0,,0,3976.0,YES
13,4,66,17,8|30|23|6,61.6,NO,0,,0,3976.0,NO
13,5,67,3,0|26|32|6,66.8,NO,0,,0,3976.0,NO
13,6,68,16,0|26|32|6,65.2,YES,12.0,WIN,24.0,4000.0,YES
13,7,69,36,20|1|14|36,67.1,YES,12.0,WIN,24.0,4024.0,YES
13,8,70,9,18|22|29|35,66.8,YES,12.0,LOSS,-12.0,4012.0,NO
13,9,71,9,34|17|6|16,65.2,YES,12.0,LOSS,-12.0,4000.0,NO
13,10,72,20,34|17|6|9,65.2,NO,0,,0,4000.0,NO
13,11,73,27,17|25|34|1,64.9,NO,0,,0,4000.0,NO
13,12,74,23,16|24|33|20,63.1,NO,0,,0,4000.0,NO
13,13,75,24,4|19|21|16,64.4,YES,12.0,WIN,24.0,4024.0,YES
13,14,76,1,16|24|33|21,66.0,YES,12.0,WIN,24.0,4048.0,YES
13,15,77,22,26|3|0|15,66.8,YES,12.0,LOSS,-12.0,4036.0,NO
13,16,78,30,2|21|25|16,69.2,YES,12.0,LOSS,-12.0,4024.0,NO
13,17,79,9,24|5|16|33,65.7,NO,0,,0,4024.0,YES
13,18,80,34,9|31|22|20,63.5,NO,0,,0,4024.0,YES
13,19,81,7,0|26|32|7,63.4,NO,0,,0,4024.0,YES
13,20,82,18,14|20|31|15,61.0,YES,12.0,LOSS,-12.0,4012.0,NO
13,21,83,6,36|13|11|9,62.4,YES,24.0,WIN,48.0,4060.0,YES
13,22,84,1,9|31|22|26,67.2,YES,24.0,LOSS,-24.0,4036.0,NO
13,23,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4012.0,NO
13,24,86,10,11|36|30|9,60.2,NO,0,,0,4012.0,NO
13,25,87,21,6|34|27|9,60.5,NO,0,,0,4012.0,NO
13,26,88,8,13|27|36|32,57.9,NO,0,,0,4012.0,NO
13,27,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,3988.0,NO
13,28,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4060.0,YES
13,29,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4132.0,YES
14,1,64,6,0|26|32|8,56.8,YES,12.0,LOSS,-12.0,3988.0,NO
14,2,65,26,9|31|22|25,65.3,YES,12.0,WIN,24.0,4012.0,YES
14,3,66,17,8|30|23|6,68.3,YES,12.0,LOSS,-12.0,4000.0,NO
14,4,67,3,0|26|32|6,71.8,YES,12.0,LOSS,-12.0,3988.0,NO
14,5,68,16,0|26|32|6,73.3,NO,0,,0,3988.0,YES
14,6,69,36,20|1|14|36,72.0,NO,0,,0,3988.0,YES
14,7,70,9,18|22|29|35,71.0,NO,0,,0,3988.0,NO
14,8,71,9,34|17|6|16,68.9,YES,12.0,LOSS,-12.0,3976.0,NO
14,9,72,20,34|17|6|9,68.4,YES,24.0,LOSS,-24.0,3952.0,NO
14,10,73,27,17|25|34|1,67.4,YES,24.0,LOSS,-24.0,3928.0,NO
14,11,74,23,16|24|33|20,63.7,NO,0,,0,3928.0,NO
14,12,75,24,4|19|21|16,65.0,NO,0,,0,3928.0,YES
14,13,76,1,16|24|33|21,66.6,NO,0,,0,3928.0,YES
14,14,77,22,26|3|0|15,67.3,YES,24.0,LOSS,-24.0,3904.0,NO
14,15,78,30,2|21|25|16,69.7,YES,36.0,LOSS,-36.0,3868.0,NO
14,16,79,9,24|5|16|33,66.2,YES,36.0,WIN,72.0,3940.0,YES
14,17,80,34,9|31|22|20,64.0,YES,36.0,WIN,72.0,4012.0,YES
14,18,81,7,0|26|32|7,63.9,YES,24.0,WIN,48.0,4060.0,YES
14,19,82,18,14|20|31|15,61.4,YES,24.0,LOSS,-24.0,4036.0,NO
14,20,83,6,36|13|11|9,62.9,YES,24.0,WIN,48.0,4084.0,YES
14,21,84,1,9|31|22|26,67.2,YES,24.0,LOSS,-24.0,4060.0,NO
14,22,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4036.0,NO
14,23,86,10,11|36|30|9,60.2,NO,0,,0,4036.0,NO
14,24,87,21,6|34|27|9,60.5,NO,0,,0,4036.0,NO
14,25,88,8,13|27|36|32,57.9,NO,0,,0,4036.0,NO
14,26,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4012.0,NO
14,27,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4084.0,YES
14,28,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4156.0,YES
15,1,65,26,9|31|22|25,55.3,YES,12.0,WIN,24.0,4024.0,YES
15,2,66,17,8|30|23|6,68.3,YES,12.0,LOSS,-12.0,4012.0,NO
15,3,67,3,0|26|32|6,71.8,YES,12.0,LOSS,-12.0,4000.0,NO
15,4,68,16,0|26|32|6,73.3,NO,0,,0,4000.0,YES
15,5,69,36,20|1|14|36,72.8,NO,0,,0,4000.0,YES
15,6,70,9,18|22|29|35,72.3,NO,0,,0,4000.0,NO
15,7,71,9,34|17|6|16,69.8,YES,12.0,LOSS,-12.0,3988.0,NO
15,8,72,20,34|17|6|9,69.1,YES,24.0,LOSS,-24.0,3964.0,NO
15,9,73,27,17|25|34|1,67.6,YES,24.0,LOSS,-24.0,3940.0,NO
15,10,74,23,16|24|33|20,63.6,NO,0,,0,3940.0,NO
15,11,75,24,4|19|21|16,65.2,NO,0,,0,3940.0,YES
15,12,76,1,16|24|33|21,66.9,NO,0,,0,3940.0,YES
15,13,77,22,26|3|0|15,67.7,YES,24.0,LOSS,-24.0,3916.0,NO
15,14,78,30,2|21|25|16,70.1,YES,36.0,LOSS,-36.0,3880.0,NO
15,15,79,9,24|5|16|33,66.5,YES,36.0,WIN,72.0,3952.0,YES
15,16,80,34,9|31|22|20,64.2,YES,36.0,WIN,72.0,4024.0,YES
15,17,81,7,0|26|32|7,64.2,YES,24.0,WIN,48.0,4072.0,YES
15,18,82,18,14|20|31|15,61.7,YES,24.0,LOSS,-24.0,4048.0,NO
15,19,83,6,36|13|11|9,63.1,YES,24.0,WIN,48.0,4096.0,YES
15,20,84,1,9|31|22|26,67.5,YES,24.0,LOSS,-24.0,4072.0,NO
15,21,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4048.0,NO
15,22,86,10,11|36|30|9,60.2,NO,0,,0,4048.0,NO
15,23,87,21,6|34|27|9,60.5,NO,0,,0,4048.0,NO
15,24,88,8,13|27|36|32,57.9,NO,0,,0,4048.0,NO
15,25,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4024.0,NO
15,26,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4096.0,YES
15,27,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4168.0,YES
16,1,66,17,8|30|23|6,58.3,YES,12.0,LOSS,-12.0,3988.0,NO
16,2,67,3,0|26|32|6,71.8,YES,12.0,LOSS,-12.0,3976.0,NO
16,3,68,16,0|26|32|6,73.3,NO,0,,0,3976.0,YES
16,4,69,36,20|1|14|36,72.8,NO,0,,0,3976.0,YES
16,5,70,9,18|22|29|35,71.0,NO,0,,0,3976.0,NO
16,6,71,9,34|17|6|16,68.5,YES,12.0,LOSS,-12.0,3964.0,NO
16,7,72,20,34|17|6|9,67.9,YES,24.0,LOSS,-24.0,3940.0,NO
16,8,73,27,17|25|34|1,66.1,YES,24.0,LOSS,-24.0,3916.0,NO
16,9,74,23,16|24|33|20,61.9,NO,0,,0,3916.0,NO
16,10,75,24,4|19|21|16,63.8,NO,0,,0,3916.0,YES
16,11,76,1,16|24|33|21,66.0,NO,0,,0,3916.0,YES
16,12,77,22,26|3|0|15,66.9,YES,24.0,LOSS,-24.0,3892.0,NO
16,13,78,30,2|21|25|16,69.4,YES,36.0,LOSS,-36.0,3856.0,NO
16,14,79,9,24|5|16|33,65.8,YES,36.0,WIN,72.0,3928.0,YES
16,15,80,34,9|31|22|20,63.6,YES,36.0,WIN,72.0,4000.0,YES
16,16,81,7,0|26|32|7,63.6,YES,24.0,WIN,48.0,4048.0,YES
16,17,82,18,14|20|31|15,61.2,YES,24.0,LOSS,-24.0,4024.0,NO
16,18,83,6,36|13|11|9,62.7,YES,24.0,WIN,48.0,4072.0,YES
16,19,84,1,9|31|22|26,67.0,YES,24.0,LOSS,-24.0,4048.0,NO
16,20,85,4,26|3|0|22,65.5,YES,24.0,LOSS,-24.0,4024.0,NO
16,21,86,10,11|36|30|9,60.2,NO,0,,0,4024.0,NO
16,22,87,21,6|34|27|9,60.5,NO,0,,0,4024.0,NO
16,23,88,8,13|27|36|32,57.9,NO,0,,0,4024.0,NO
16,24,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4000.0,NO
16,25,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4072.0,YES
16,26,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4144.0,YES
17,1,67,3,0|26|32|6,61.8,YES,12.0,LOSS,-12.0,3988.0,NO
17,2,68,16,0|26|32|6,73.3,YES,12.0,WIN,24.0,4012.0,YES
17,3,69,36,20|1|14|36,72.8,YES,12.0,WIN,24.0,4036.0,YES
17,4,70,9,18|22|29|35,71.0,YES,12.0,LOSS,-12.0,4024.0,NO
17,5,71,9,34|17|6|16,69.8,YES,12.0,LOSS,-12.0,4012.0,NO
17,6,72,20,34|17|6|9,68.7,NO,0,,0,4012.0,NO
17,7,73,27,17|25|34|1,66.1,NO,0,,0,4012.0,NO
17,8,74,23,16|24|33|20,61.5,NO,0,,0,4012.0,NO
17,9,75,24,4|19|21|16,63.5,YES,12.0,WIN,24.0,4036.0,YES
17,10,76,1,16|24|33|21,66.0,YES,12.0,WIN,24.0,4060.0,YES
17,11,77,22,26|3|0|15,67.3,YES,12.0,LOSS,-12.0,4048.0,NO
17,12,78,30,2|21|25|16,69.7,YES,12.0,LOSS,-12.0,4036.0,NO
17,13,79,9,24|5|16|33,66.1,NO,0,,0,4036.0,YES
17,14,80,34,9|31|22|20,63.9,NO,0,,0,4036.0,YES
17,15,81,7,0|26|32|7,63.9,NO,0,,0,4036.0,YES
17,16,82,18,14|20|31|15,61.5,YES,12.0,LOSS,-12.0,4024.0,NO
17,17,83,6,36|13|11|9,63.0,YES,24.0,WIN,48.0,4072.0,YES
17,18,84,1,9|31|22|26,67.3,YES,24.0,LOSS,-24.0,4048.0,NO
17,19,85,4,26|3|0|22,65.7,YES,24.0,LOSS,-24.0,4024.0,NO
17,20,86,10,11|36|30|9,60.5,NO,0,,0,4024.0,NO
17,21,87,21,6|34|27|9,60.5,NO,0,,0,4024.0,NO
17,22,88,8,13|27|36|32,57.9,NO,0,,0,4024.0,NO
17,23,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4000.0,NO
17,24,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4072.0,YES
17,25,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4144.0,YES
18,1,68,16,0|26|32|6,63.3,YES,12.0,WIN,24.0,4024.0,YES
18,2,69,36,20|1|14|36,72.8,YES,12.0,WIN,24.0,4048.0,YES
18,3,70,9,18|22|29|35,71.0,YES,12.0,LOSS,-12.0,4036.0,NO
18,4,71,9,34|17|6|16,69.8,YES,12.0,LOSS,-12.0,4024.0,NO
18,5,72,20,34|17|6|9,70.0,NO,0,,0,4024.0,NO
18,6,73,27,17|25|34|1,65.8,NO,0,,0,4024.0,NO
18,7,74,23,16|24|33|20,60.7,NO,0,,0,4024.0,NO
18,8,75,24,4|19|21|16,62.9,YES,12.0,WIN,24.0,4048.0,YES
18,9,76,1,16|24|33|21,65.6,YES,12.0,WIN,24.0,4072.0,YES
18,10,77,22,26|3|0|15,67.1,YES,12.0,LOSS,-12.0,4060.0,NO
18,11,78,30,2|21|25|16,70.0,YES,12.0,LOSS,-12.0,4048.0,NO
18,12,79,9,24|5|16|33,66.2,NO,0,,0,4048.0,YES
18,13,80,34,9|31|22|20,64.1,NO,0,,0,4048.0,YES
18,14,81,7,0|26|32|7,64.1,NO,0,,0,4048.0,YES
18,15,82,18,14|20|31|15,61.7,YES,12.0,LOSS,-12.0,4036.0,NO
18,16,83,6,36|13|11|9,63.2,YES,24.0,WIN,48.0,4084.0,YES
18,17,84,1,9|31|22|26,67.5,YES,24.0,LOSS,-24.0,4060.0,NO
18,18,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4036.0,NO
18,19,86,10,11|36|30|9,60.6,NO,0,,0,4036.0,NO
18,20,87,21,6|34|27|9,60.7,NO,0,,0,4036.0,NO
18,21,88,8,13|27|36|32,57.9,NO,0,,0,4036.0,NO
18,22,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4012.0,NO
18,23,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4084.0,YES
18,24,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4156.0,YES
19,1,69,36,20|1|14|36,62.8,YES,12.0,WIN,24.0,4024.0,YES
19,2,70,9,18|22|29|35,71.0,YES,12.0,LOSS,-12.0,4012.0,NO
19,3,71,9,34|17|6|16,69.8,YES,12.0,LOSS,-12.0,4000.0,NO
19,4,72,20,34|17|6|9,70.0,NO,0,,0,4000.0,NO
19,5,73,27,17|25|34|1,67.2,NO,0,,0,4000.0,NO
19,6,74,23,16|24|33|20,57.3,NO,0,,0,4000.0,NO
19,7,75,24,4|19|21|16,60.2,YES,12.0,WIN,24.0,4024.0,YES
19,8,76,1,16|24|33|21,63.6,YES,12.0,WIN,24.0,4048.0,YES
19,9,77,22,26|3|0|15,65.5,YES,12.0,LOSS,-12.0,4036.0,NO
19,10,78,30,2|21|25|16,68.6,YES,12.0,LOSS,-12.0,4024.0,NO
19,11,79,9,24|5|16|33,65.3,NO,0,,0,4024.0,YES
19,12,80,34,9|31|22|20,63.3,NO,0,,0,4024.0,YES
19,13,81,7,0|26|32|7,63.4,NO,0,,0,4024.0,YES
19,14,82,18,14|20|31|15,61.2,YES,12.0,LOSS,-12.0,4012.0,NO
19,15,83,6,36|13|11|9,62.6,YES,24.0,WIN,48.0,4060.0,YES
19,16,84,1,9|31|22|26,67.0,YES,24.0,LOSS,-24.0,4036.0,NO
19,17,85,4,26|3|0|22,65.4,YES,24.0,LOSS,-24.0,4012.0,NO
19,18,86,10,11|36|30|9,60.1,NO,0,,0,4012.0,NO
19,19,87,21,6|34|27|9,60.2,NO,0,,0,4012.0,NO
19,20,88,8,13|27|36|32,57.5,NO,0,,0,4012.0,NO
19,21,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,3988.0,NO
19,22,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4060.0,YES
19,23,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4132.0,YES
20,1,70,9,18|22|29|35,61.0,YES,12.0,LOSS,-12.0,3988.0,NO
20,2,71,9,34|17|6|16,69.8,YES,12.0,LOSS,-12.0,3976.0,NO
20,3,72,20,34|17|6|9,70.0,NO,0,,0,3976.0,NO
20,4,73,27,17|25|34|1,65.5,NO,0,,0,3976.0,NO
20,5,74,23,16|24|33|20,61.0,NO,0,,0,3976.0,NO
20,6,75,24,4|19|21|16,56.9,YES,12.0,WIN,24.0,4000.0,YES
20,7,76,1,16|24|33|21,61.2,YES,12.0,WIN,24.0,4024.0,YES
20,8,77,22,26|3|0|15,63.8,YES,12.0,LOSS,-12.0,4012.0,NO
20,9,78,30,2|21|25|16,67.2,YES,12.0,LOSS,-12.0,4000.0,NO
20,10,79,9,24|5|16|33,63.8,NO,0,,0,4000.0,YES
20,11,80,34,9|31|22|20,62.5,NO,0,,0,4000.0,YES
20,12,81,7,0|26|32|7,62.8,NO,0,,0,4000.0,YES
20,13,82,18,14|20|31|15,60.6,YES,12.0,LOSS,-12.0,3988.0,NO
20,14,83,6,36|13|11|9,62.1,YES,24.0,WIN,48.0,4036.0,YES
20,15,84,1,9|31|22|26,66.6,YES,24.0,LOSS,-24.0,4012.0,NO
20,16,85,4,26|3|0|22,65.0,YES,24.0,LOSS,-24.0,3988.0,NO
20,17,86,10,11|36|30|9,59.7,NO,0,,0,3988.0,NO
20,18,87,21,6|34|27|9,59.8,NO,0,,0,3988.0,NO
20,19,88,8,13|27|36|32,57.1,NO,0,,0,3988.0,NO
20,20,89,5,1|33|20|29,59.7,YES,24.0,LOSS,-24.0,3964.0,NO
20,21,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4036.0,YES
20,22,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4108.0,YES
21,1,71,9,34|17|6|16,59.8,YES,12.0,LOSS,-12.0,3988.0,NO
21,2,72,20,34|17|6|9,70.0,YES,12.0,LOSS,-12.0,3976.0,NO
21,3,73,27,17|25|34|1,62.2,NO,0,,0,3976.0,NO
21,4,74,23,16|24|33|20,57.6,NO,0,,0,3976.0,NO
21,5,75,24,4|19|21|16,62.3,NO,0,,0,3976.0,YES
21,6,76,1,16|24|33|21,60.0,YES,12.0,WIN,24.0,4000.0,YES
21,7,77,22,26|3|0|15,63.2,YES,12.0,LOSS,-12.0,3988.0,NO
21,8,78,30,2|21|25|16,66.8,YES,12.0,LOSS,-12.0,3976.0,NO
21,9,79,9,24|5|16|33,63.2,NO,0,,0,3976.0,YES
21,10,80,34,9|31|22|20,62.1,NO,0,,0,3976.0,YES
21,11,81,7,0|26|32|7,63.1,NO,0,,0,3976.0,YES
21,12,82,18,14|20|31|15,61.0,YES,12.0,LOSS,-12.0,3964.0,NO
21,13,83,6,36|13|11|9,62.5,YES,24.0,WIN,48.0,4012.0,YES
21,14,84,1,9|31|22|26,66.9,YES,24.0,LOSS,-24.0,3988.0,NO
21,15,85,4,26|3|0|22,65.3,YES,24.0,LOSS,-24.0,3964.0,NO
21,16,86,10,11|36|30|9,60.0,NO,0,,0,3964.0,NO
21,17,87,21,6|34|27|9,60.1,NO,0,,0,3964.0,NO
21,18,88,8,13|27|36|32,57.3,NO,0,,0,3964.0,NO
21,19,89,5,1|33|20|29,59.9,YES,24.0,LOSS,-24.0,3940.0,NO
21,20,90,22,33|16|1|24,58.0,YES,36.0,WIN,72.0,4012.0,YES
21,21,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4084.0,YES
21,22,92,4,1|33|20|17,60.9,YES,24.0,LOSS,-24.0,4060.0,NO
21,23,93,4,10|23|5|11,60.5,YES,24.0,LOSS,-24.0,4036.0,NO
21,24,94,12,4|19|21|10,60.4,NO,0,,0,4036.0,NO
21,25,95,13,16|24|33|8,62.1,NO,0,,0,4036.0,NO
21,26,96,25,8|30|23|16,57.8,NO,0,,0,4036.0,NO
21,27,97,28,17|25|34|8,54.0,YES,24.0,LOSS,-24.0,4012.0,NO
21,28,98,24,0|26|32|8,49.9,YES,36.0,WIN,72.0,4084.0,YES
21,29,99,11,1|33|20|16,53.6,YES,36.0,LOSS,-36.0,4048.0,NO
21,30,100,7,21|4|2|6,55.7,YES,36.0,LOSS,-36.0,4012.0,NO
21,31,101,19,14|20|31|18,56.2,NO,0,,0,4012.0,YES
21,32,102,15,4|19|21|0,52.1,NO,0,,0,4012.0,NO
21,33,103,1,6|34|27|14,54.0,NO,0,,0,4012.0,NO
21,34,104,22,4|19|21|15,59.6,YES,36.0,WIN,72.0,4084.0,YES
21,35,105,14,30|11|8|20,57.1,YES,36.0,WIN,72.0,4156.0,YES
22,1,72,20,34|17|6|9,60.0,YES,12.0,LOSS,-12.0,3988.0,NO
22,2,73,27,17|25|34|1,52.2,YES,12.0,LOSS,-12.0,3976.0,NO
22,3,74,23,16|24|33|20,51.0,NO,0,,0,3976.0,NO
22,4,75,24,4|19|21|16,59.0,NO,0,,0,3976.0,YES
22,5,76,1,16|24|33|21,63.3,NO,0,,0,3976.0,YES
22,6,77,22,26|3|0|15,62.4,YES,12.0,LOSS,-12.0,3964.0,NO
22,7,78,30,2|21|25|16,66.4,YES,24.0,LOSS,-24.0,3940.0,NO
22,8,79,9,24|5|16|33,62.5,YES,24.0,WIN,48.0,3988.0,YES
22,9,80,34,9|31|22|20,61.7,YES,24.0,WIN,48.0,4036.0,YES
22,10,81,7,0|26|32|7,62.9,YES,12.0,WIN,24.0,4060.0,YES
22,11,82,18,14|20|31|15,61.4,YES,12.0,LOSS,-12.0,4048.0,NO
22,12,83,6,36|13|11|9,62.9,YES,12.0,WIN,24.0,4072.0,YES
22,13,84,1,9|31|22|26,67.3,YES,12.0,LOSS,-12.0,4060.0,NO
22,14,85,4,26|3|0|22,65.6,YES,12.0,LOSS,-12.0,4048.0,NO
22,15,86,10,11|36|30|9,60.3,NO,0,,0,4048.0,NO
22,16,87,21,6|34|27|9,60.3,NO,0,,0,4048.0,NO
22,17,88,8,13|27|36|32,57.5,NO,0,,0,4048.0,NO
22,18,89,5,1|33|20|29,60.1,YES,12.0,LOSS,-12.0,4036.0,NO
22,19,90,22,33|16|1|24,58.2,YES,24.0,WIN,48.0,4084.0,YES
22,20,91,20,30|11|8|2,60.2,YES,24.0,WIN,48.0,4132.0,YES
23,1,73,27,17|25|34|1,62.2,YES,12.0,LOSS,-12.0,3988.0,NO
23,2,74,23,16|24|33|20,51.0,YES,12.0,LOSS,-12.0,3976.0,NO
23,3,75,24,4|19|21|16,62.3,NO,0,,0,3976.0,YES
23,4,76,1,16|24|33|21,66.7,NO,0,,0,3976.0,YES
23,5,77,22,26|3|0|15,68.5,NO,0,,0,3976.0,NO
23,6,78,30,2|21|25|16,70.5,YES,12.0,LOSS,-12.0,3964.0,NO
23,7,79,9,24|5|16|33,65.4,YES,24.0,WIN,48.0,4012.0,YES
23,8,80,34,9|31|22|20,64.4,YES,24.0,WIN,48.0,4060.0,YES
23,9,81,7,0|26|32|7,65.5,YES,12.0,WIN,24.0,4084.0,YES
23,10,82,18,14|20|31|15,63.9,YES,12.0,LOSS,-12.0,4072.0,NO
23,11,83,6,36|13|11|9,63.7,YES,12.0,WIN,24.0,4096.0,YES
23,12,84,1,9|31|22|26,68.1,YES,12.0,LOSS,-12.0,4084.0,NO
23,13,85,4,26|3|0|22,66.3,YES,12.0,LOSS,-12.0,4072.0,NO
23,14,86,10,11|36|30|9,60.9,NO,0,,0,4072.0,NO
23,15,87,21,6|34|27|9,60.9,NO,0,,0,4072.0,NO
23,16,88,8,13|27|36|32,58.0,NO,0,,0,4072.0,NO
