Session,Spin_Num,Data_Index,Actual_Number,Predicted_Anchors,Confidence_%,Bet_Placed,Total_Bet,Result,Net_Profit,Bankroll,Hit
56,16,121,32,34|17|6|20,75.5,YES,36.0,LOSS,-36.0,3892.0,NO
56,17,122,26,7|29|28|8,75.6,NO,0,,0,3892.0,NO
56,18,123,34,8|30|23|11,78.0,NO,0,,0,3892.0,YES
56,19,124,16,7|29|28|0,77.4,NO,0,,0,3892.0,NO
56,20,125,14,36|13|11|20,75.7,YES,36.0,WIN,72.0,3964.0,YES
56,21,126,29,20|1|14|30,75.7,YES,36.0,LOSS,-36.0,3928.0,NO
56,22,127,24,8|30|23|34,73.2,YES,36.0,WIN,72.0,4000.0,YES
56,23,128,11,16|24|33|1,70.4,YES,36.0,WIN,72.0,4072.0,YES
56,24,129,7,7|29|28|21,66.2,YES,24.0,WIN,48.0,4120.0,YES
57,1,107,8,24|5|16|9,54.1,YES,12.0,LOSS,-12.0,3988.0,NO
57,2,108,12,5|10|24|1,70.0,YES,12.0,LOSS,-12.0,3976.0,NO
57,3,109,31,16|24|33|13,71.6,NO,0,,0,3976.0,NO
57,4,110,35,30|11|8|23,74.4,NO,0,,0,3976.0,NO
57,5,111,8,29|18|7|34,68.3,NO,0,,0,3976.0,YES
57,6,112,13,1|33|20|12,67.6,YES,12.0,LOSS,-12.0,3964.0,NO
57,7,113,1,8|30|23|16,63.8,YES,24.0,LOSS,-24.0,3940.0,NO
57,8,114,20,22|9|18|4,68.0,YES,24.0,LOSS,-24.0,3916.0,NO
57,9,115,26,1|33|20|4,66.6,NO,0,,0,3916.0,NO
57,10,116,30,8|30|23|17,63.2,NO,0,,0,3916.0,YES
57,11,117,16,8|30|23|24,72.5,NO,0,,0,3916.0,YES
57,12,118,7,36|13|11|20,68.2,YES,24.0,LOSS,-24.0,3892.0,NO
57,13,119,20,14|20|31|15,74.7,YES,36.0,WIN,72.0,3964.0,YES
57,14,120,9,1|33|20|4,78.1,YES,36.0,LOSS,-36.0,3928.0,NO
57,15,121,32,34|17|6|20,76.0,YES,36.0,LOSS,-36.0,3892.0,NO
57,16,122,26,7|29|28|8,76.1,NO,0,,0,3892.0,NO
57,17,123,34,8|30|23|11,78.4,NO,0,,0,3892.0,YES
57,18,124,16,7|29|28|0,77.8,NO,0,,0,3892.0,NO
57,19,125,14,36|13|11|20,76.1,YES,36.0,WIN,72.0,3964.0,YES
57,20,126,29,20|1|14|30,76.1,YES,36.0,LOSS,-36.0,3928.0,NO
57,21,127,24,8|30|23|34,73.2,YES,36.0,WIN,72.0,4000.0,YES
57,22,128,11,16|24|33|1,70.4,YES,36.0,WIN,72.0,4072.0,YES
57,23,129,7,7|29|28|21,66.2,YES,24.0,WIN,48.0,4120.0,YES
58,1,108,12,5|10|24|1,60.0,YES,12.0,LOSS,-12.0,3988.0,NO
58,2,109,31,16|24|33|13,71.6,YES,12.0,LOSS,-12.0,3976.0,NO
58,3,110,35,30|11|8|23,74.4,NO,0,,0,3976.0,NO
58,4,111,8,29|18|7|34,68.3,NO,0,,0,3976.0,YES
58,5,112,13,1|33|20|12,70.0,NO,0,,0,3976.0,NO
58,6,113,1,8|30|23|16,63.4,YES,12.0,LOSS,-12.0,3964.0,NO
58,7,114,20,22|9|18|4,67.7,YES,24.0,LOSS,-24.0,3940.0,NO
58,8,115,26,1|33|20|4,66.4,YES,24.0,LOSS,-24.0,3916.0,NO
58,9,116,30,8|30|23|17,62.9,NO,0,,0,3916.0,YES
58,10,117,16,8|30|23|24,72.4,NO,0,,0,3916.0,YES
58,11,118,7,36|13|11|20,68.0,NO,0,,0,3916.0,NO
58,12,119,20,14|20|31|15,74.6,YES,24.0,WIN,48.0,3964.0,YES
58,13,120,9,1|33|20|4,78.0,YES,24.0,LOSS,-24.0,3940.0,NO
58,14,121,32,34|17|6|20,75.9,YES,24.0,LOSS,-24.0,3916.0,NO
58,15,122,26,7|29|28|8,76.0,NO,0,,0,3916.0,NO
58,16,123,34,8|30|23|11,78.3,NO,0,,0,3916.0,YES
58,17,124,16,7|29|28|0,77.7,NO,0,,0,3916.0,NO
58,18,125,14,36|13|11|20,76.0,YES,24.0,WIN,48.0,3964.0,YES
58,19,126,29,20|1|14|30,76.0,YES,24.0,LOSS,-24.0,3940.0,NO
58,20,127,24,8|30|23|34,73.1,YES,24.0,WIN,48.0,3988.0,YES
58,21,128,11,16|24|33|1,70.4,YES,24.0,WIN,48.0,4036.0,YES
58,22,129,7,7|29|28|21,66.2,YES,12.0,WIN,24.0,4060.0,YES
58,23,130,17,19|15|4|20,74.3,YES,12.0,LOSS,-12.0,4048.0,NO
58,24,131,11,6|34|27|0,70.0,YES,12.0,LOSS,-12.0,4036.0,NO
58,25,132,13,7|29|28|21,73.2,NO,0,,0,4036.0,NO
58,26,133,18,16|24|33|1,72.7,NO,0,,0,4036.0,NO
58,27,134,34,6|34|27|36,72.9,NO,0,,0,4036.0,YES
58,28,135,34,7|29|28|16,72.0,YES,12.0,LOSS,-12.0,4024.0,NO
58,29,136,3,7|29|28|34,68.9,YES,24.0,LOSS,-24.0,4000.0,NO
58,30,137,10,16|24|33|34,70.3,YES,24.0,LOSS,-24.0,3976.0,NO
58,31,138,29,6|34|27|21,64.2,NO,0,,0,3976.0,NO
58,32,139,23,34|17|6|8,64.6,NO,0,,0,3976.0,YES
58,33,140,7,24|5|16|4,63.6,NO,0,,0,3976.0,NO
58,34,141,3,20|1|14|17,70.5,YES,24.0,LOSS,-24.0,3952.0,NO
58,35,142,1,16|24|33|10,71.9,YES,36.0,LOSS,-36.0,3916.0,NO
58,36,143,0,22|9|18|20,68.3,YES,36.0,WIN,72.0,3988.0,YES
58,37,144,9,29|18|7|0,69.5,YES,36.0,LOSS,-36.0,3952.0,NO
58,38,145,32,34|17|6|9,70.0,YES,36.0,WIN,72.0,4024.0,YES
58,39,146,6,26|3|0|7,70.2,YES,36.0,WIN,72.0,4096.0,YES
58,40,147,10,1|33|20|9,63.4,YES,24.0,LOSS,-24.0,4072.0,NO
58,41,148,20,6|34|27|29,66.6,YES,24.0,LOSS,-24.0,4048.0,NO
58,42,149,24,1|33|20|9,59.0,NO,0,,0,4048.0,NO
58,43,150,32,11|36|30|1,55.6,NO,0,,0,4048.0,NO
58,44,151,36,7|29|28|6,59.1,NO,0,,0,4048.0,NO
58,45,152,25,9|31|22|18,56.8,YES,24.0,LOSS,-24.0,4024.0,NO
58,46,153,14,17|25|34|28,58.4,YES,36.0,LOSS,-36.0,3988.0,NO
58,47,154,34,20|1|14|29,57.4,YES,36.0,LOSS,-36.0,3952.0,NO
58,48,155,15,7|29|28|34,57.6,NO,0,,0,3952.0,NO
58,49,156,4,1|33|20|14,56.6,NO,0,,0,3952.0,NO
58,50,157,11,4|19|21|10,49.2,NO,0,,0,3952.0,YES
58,51,158,26,21|4|2|7,51.1,YES,36.0,LOSS,-36.0,3916.0,NO
58,52,159,27,34|17|6|8,51.2,YES,48.0,LOSS,-48.0,3868.0,NO
58,53,160,18,23|8|10|34,58.5,YES,48.0,LOSS,-48.0,3820.0,NO
58,54,161,7,34|17|6|27,58.8,NO,0,,0,3820.0,YES
58,55,162,14,20|1|14|31,55.9,NO,0,,0,3820.0,YES
58,56,163,25,31|14|9|34,62.9,NO,0,,0,3820.0,NO
58,57,164,33,14|20|31|17,67.2,YES,48.0,LOSS,-48.0,3772.0,NO
58,58,165,3,8|30|23|5,63.2,YES,60.0,LOSS,-60.0,3712.0,NO
58,59,166,30,1|33|20|16,60.1,YES,60.0,LOSS,-60.0,3652.0,NO
58,60,167,25,8|30|23|16,56.5,NO,0,,0,3652.0,NO
58,61,168,1,14|20|31|17,59.1,NO,0,,0,3652.0,YES
58,62,169,34,22|9|18|20,62.4,NO,0,,0,3652.0,NO
58,63,170,34,7|29|28|34,61.5,YES,60.0,WIN,120.0,3772.0,YES
58,64,171,24,3|35|26|34,63.2,YES,60.0,WIN,120.0,3892.0,YES
58,65,172,5,11|36|30|1,63.9,YES,48.0,LOSS,-48.0,3844.0,NO
58,66,173,13,33|16|1|24,64.0,YES,48.0,LOSS,-48.0,3796.0,NO
58,67,174,19,1|33|20|25,61.3,NO,0,,0,3796.0,NO
58,68,175,14,15|32|19|34,63.0,NO,0,,0,3796.0,NO
58,69,176,35,34|17|6|25,65.3,NO,0,,0,3796.0,NO
58,70,177,6,34|17|6|8,64.4,YES,48.0,WIN,96.0,3892.0,YES
58,71,178,30,1|33|20|25,63.7,YES,48.0,LOSS,-48.0,3844.0,NO
58,72,179,25,25|2|17|24,65.3,YES,48.0,WIN,96.0,3940.0,YES
58,73,180,8,1|33|20|14,68.8,YES,48.0,LOSS,-48.0,3892.0,NO
58,74,181,20,1|33|20|5,69.0,YES,48.0,WIN,96.0,3988.0,YES
58,75,182,17,1|33|20|24,70.5,YES,48.0,WIN,96.0,4084.0,YES
58,76,183,25,6|34|27|0,71.9,YES,36.0,LOSS,-36.0,4048.0,NO
58,77,184,29,1|33|20|8,66.4,YES,36.0,LOSS,-36.0,4012.0,NO
58,78,185,19,34|17|6|8,63.9,NO,0,,0,4012.0,NO
58,79,186,13,14|20|31|15,63.4,NO,0,,0,4012.0,NO
58,80,187,30,25|2|17|8,59.9,NO,0,,0,4012.0,YES
58,81,188,9,25|2|17|8,67.6,YES,36.0,WIN,72.0,4084.0,YES
58,82,189,21,34|17|6|32,66.9,YES,36.0,LOSS,-36.0,4048.0,NO
58,83,190,32,8|30|23|13,68.0,YES,36.0,WIN,72.0,4120.0,YES
59,1,109,31,16|24|33|13,61.6,YES,12.0,LOSS,-12.0,3988.0,NO
59,2,110,35,30|11|8|23,74.4,YES,12.0,LOSS,-12.0,3976.0,NO
59,3,111,8,29|18|7|34,68.3,NO,0,,0,3976.0,YES
59,4,112,13,1|33|20|12,70.0,NO,0,,0,3976.0,NO
59,5,113,1,8|30|23|16,66.8,NO,0,,0,3976.0,NO
59,6,114,20,22|9|18|4,68.0,YES,12.0,LOSS,-12.0,3964.0,NO
59,7,115,26,1|33|20|4,66.7,YES,24.0,LOSS,-24.0,3940.0,NO
59,8,116,30,8|30|23|17,63.1,YES,24.0,WIN,48.0,3988.0,YES
59,9,117,16,8|30|23|24,72.6,YES,24.0,WIN,48.0,4036.0,YES
59,10,118,7,36|13|11|20,68.3,YES,12.0,LOSS,-12.0,4024.0,NO
59,11,119,20,14|20|31|15,74.7,YES,12.0,WIN,24.0,4048.0,YES
59,12,120,9,1|33|20|4,78.2,YES,12.0,LOSS,-12.0,4036.0,NO
59,13,121,32,34|17|6|20,76.1,YES,12.0,LOSS,-12.0,4024.0,NO
59,14,122,26,7|29|28|8,76.2,NO,0,,0,4024.0,NO
59,15,123,34,8|30|23|11,78.4,NO,0,,0,4024.0,YES
59,16,124,16,7|29|28|0,77.8,NO,0,,0,4024.0,NO
59,17,125,14,36|13|11|20,76.1,YES,12.0,WIN,24.0,4048.0,YES
59,18,126,29,20|1|14|30,76.2,YES,12.0,LOSS,-12.0,4036.0,NO
59,19,127,24,8|30|23|34,73.2,YES,12.0,WIN,24.0,4060.0,YES
59,20,128,11,16|24|33|1,70.6,YES,12.0,WIN,24.0,4084.0,YES
59,21,129,7,7|29|28|21,66.2,YES,12.0,WIN,24.0,4108.0,YES
60,1,110,35,30|11|8|23,64.4,YES,12.0,LOSS,-12.0,3988.0,NO
60,2,111,8,29|18|7|34,68.3,YES,12.0,WIN,24.0,4012.0,YES
60,3,112,13,1|33|20|12,70.0,YES,12.0,LOSS,-12.0,4000.0,NO
60,4,113,1,8|30|23|16,66.8,YES,12.0,LOSS,-12.0,3988.0,NO
60,5,114,20,22|9|18|4,70.7,NO,0,,0,3988.0,NO
60,6,115,26,1|33|20|4,67.5,NO,0,,0,3988.0,NO
60,7,116,30,8|30|23|17,63.7,NO,0,,0,3988.0,YES
60,8,117,16,8|30|23|24,73.1,YES,12.0,WIN,24.0,4012.0,YES
60,9,118,7,36|13|11|20,68.8,YES,12.0,LOSS,-12.0,4000.0,NO
60,10,119,20,14|20|31|15,75.2,YES,12.0,WIN,24.0,4024.0,YES
60,11,120,9,1|33|20|4,78.7,YES,12.0,LOSS,-12.0,4012.0,NO
60,12,121,32,34|17|6|20,76.5,YES,12.0,LOSS,-12.0,4000.0,NO
60,13,122,26,7|29|28|8,76.6,NO,0,,0,4000.0,NO
60,14,123,34,8|30|23|11,78.7,NO,0,,0,4000.0,YES
60,15,124,16,7|29|28|0,78.2,NO,0,,0,4000.0,NO
60,16,125,14,36|13|11|20,76.4,YES,12.0,WIN,24.0,4024.0,YES
60,17,126,29,20|1|14|30,76.4,YES,12.0,LOSS,-12.0,4012.0,NO
60,18,127,24,8|30|23|34,73.5,YES,12.0,WIN,24.0,4036.0,YES
60,19,128,11,16|24|33|1,70.8,YES,12.0,WIN,24.0,4060.0,YES
60,20,129,7,7|29|28|21,66.4,YES,12.0,WIN,24.0,4084.0,YES
60,21,130,17,19|15|4|20,74.3,YES,12.0,LOSS,-12.0,4072.0,NO
60,22,131,11,6|34|27|0,70.0,YES,12.0,LOSS,-12.0,4060.0,NO
60,23,132,13,7|29|28|21,73.2,NO,0,,0,4060.0,NO
60,24,133,18,16|24|33|1,72.7,NO,0,,0,4060.0,NO
60,25,134,34,6|34|27|36,72.9,NO,0,,0,4060.0,YES
60,26,135,34,7|29|28|16,72.0,YES,12.0,LOSS,-12.0,4048.0,NO
60,27,136,3,7|29|28|34,68.9,YES,24.0,LOSS,-24.0,4024.0,NO
60,28,137,10,16|24|33|34,70.3,YES,24.0,LOSS,-24.0,4000.0,NO
60,29,138,29,6|34|27|21,64.2,NO,0,,0,4000.0,NO
60,30,139,23,34|17|6|8,64.6,NO,0,,0,4000.0,YES
60,31,140,7,24|5|16|4,63.6,NO,0,,0,4000.0,NO
60,32,141,3,20|1|14|17,70.5,YES,24.0,LOSS,-24.0,3976.0,NO
60,33,142,1,16|24|33|10,71.9,YES,36.0,LOSS,-36.0,3940.0,NO
60,34,143,0,22|9|18|20,68.3,YES,36.0,WIN,72.0,4012.0,YES
60,35,144,9,29|18|7|0,69.5,YES,36.0,LOSS,-36.0,3976.0,NO
60,36,145,32,34|17|6|9,70.0,YES,36.0,WIN,72.0,4048.0,YES
60,37,146,6,26|3|0|7,70.2,YES,36.0,WIN,72.0,4120.0,YES
61,1,111,8,29|18|7|34,58.3,YES,12.0,WIN,24.0,4024.0,YES
61,2,112,13,1|33|20|12,70.0,YES,12.0,LOSS,-12.0,4012.0,NO
61,3,113,1,8|30|23|16,66.8,YES,12.0,LOSS,-12.0,4000.0,NO
61,4,114,20,22|9|18|4,70.7,NO,0,,0,4000.0,NO
61,5,115,26,1|33|20|4,69.1,NO,0,,0,4000.0,NO
61,6,116,30,8|30|23|17,64.1,NO,0,,0,4000.0,YES
61,7,117,16,8|30|23|24,73.6,YES,12.0,WIN,24.0,4024.0,YES
61,8,118,7,36|13|11|20,69.2,YES,12.0,LOSS,-12.0,4012.0,NO
61,9,119,20,14|20|31|15,75.4,YES,12.0,WIN,24.0,4036.0,YES
61,10,120,9,1|33|20|4,79.0,YES,12.0,LOSS,-12.0,4024.0,NO
61,11,121,32,34|17|6|20,76.8,YES,12.0,LOSS,-12.0,4012.0,NO
61,12,122,26,7|29|28|8,76.8,NO,0,,0,4012.0,NO
61,13,123,34,8|30|23|11,78.9,NO,0,,0,4012.0,YES
61,14,124,16,7|29|28|0,78.4,NO,0,,0,4012.0,NO
61,15,125,14,36|13|11|20,76.5,YES,12.0,WIN,24.0,4036.0,YES
61,16,126,29,20|1|14|30,76.6,YES,12.0,LOSS,-12.0,4024.0,NO
61,17,127,24,8|30|23|34,73.7,YES,12.0,WIN,24.0,4048.0,YES
61,18,128,11,16|24|33|1,71.0,YES,12.0,WIN,24.0,4072.0,YES
61,19,129,7,7|29|28|21,66.6,YES,12.0,WIN,24.0,4096.0,YES
61,20,130,17,19|15|4|20,74.6,YES,12.0,LOSS,-12.0,4084.0,NO
61,21,131,11,6|34|27|0,70.0,YES,12.0,LOSS,-12.0,4072.0,NO
61,22,132,13,7|29|28|21,73.2,NO,0,,0,4072.0,NO
61,23,133,18,16|24|33|1,72.7,NO,0,,0,4072.0,NO
61,24,134,34,6|34|27|36,72.9,NO,0,,0,4072.0,YES
61,25,135,34,7|29|28|16,72.0,YES,12.0,LOSS,-12.0,4060.0,NO
61,26,136,3,7|29|28|34,68.9,YES,24.0,LOSS,-24.0,4036.0,NO
61,27,137,10,16|24|33|34,70.3,YES,24.0,LOSS,-24.0,4012.0,NO
61,28,138,29,6|34|27|21,64.2,NO,0,,0,4012.0,NO
61,29,139,23,34|17|6|8,64.6,NO,0,,0,4012.0,YES
61,30,140,7,24|5|16|4,63.6,NO,0,,0,4012.0,NO
61,31,141,3,20|1|14|17,70.5,YES,24.0,LOSS,-24.0,3988.0,NO
61,32,142,1,16|24|33|10,71.9,YES,36.0,LOSS,-36.0,3952.0,NO
61,33,143,0,22|9|18|20,68.3,YES,36.0,WIN,72.0,4024.0,YES
61,34,144,9,29|18|7|0,69.5,YES,36.0,LOSS,-36.0,3988.0,NO
61,35,145,32,34|17|6|9,70.0,YES,36.0,WIN,72.0,4060.0,YES
61,36,146,6,26|3|0|7,70.2,YES,36.0,WIN,72.0,4132.0,YES
62,1,112,13,1|33|20|12,60.0,YES,12.0,LOSS,-12.0,3988.0,NO
62,2,113,1,8|30|23|16,66.8,YES,12.0,LOSS,-12.0,3976.0,NO
62,3,114,20,22|9|18|4,70.7,NO,0,,0,3976.0,NO
62,4,115,26,1|33|20|4,69.1,NO,0,,0,3976.0,NO
62,5,116,30,8|30|23|17,66.1,NO,0,,0,3976.0,YES
62,6,117,16,8|30|23|24,72.4,YES,12.0,WIN,24.0,4000.0,YES
62,7,118,7,36|13|11|20,68.3,YES,12.0,LOSS,-12.0,3988.0,NO
62,8,119,20,14|20|31|15,74.6,YES,12.0,WIN,24.0,4012.0,YES
62,9,120,9,1|33|20|4,78.4,YES,12.0,LOSS,-12.0,4000.0,NO
62,10,121,32,34|17|6|20,76.2,YES,12.0,LOSS,-12.0,3988.0,NO
62,11,122,26,7|29|28|8,76.2,NO,0,,0,3988.0,NO
62,12,123,34,8|30|23|11,78.3,NO,0,,0,3988.0,YES
62,13,124,16,7|29|28|0,77.8,NO,0,,0,3988.0,NO
62,14,125,14,36|13|11|20,76.0,YES,12.0,WIN,24.0,4012.0,YES
62,15,126,29,20|1|14|30,76.2,YES,12.0,LOSS,-12.0,4000.0,NO
62,16,127,24,8|30|23|34,73.3,YES,12.0,WIN,24.0,4024.0,YES
62,17,128,11,16|24|33|1,70.7,YES,12.0,WIN,24.0,4048.0,YES
62,18,129,7,7|29|28|21,66.3,YES,12.0,WIN,24.0,4072.0,YES
62,19,130,17,19|15|4|20,74.3,YES,12.0,LOSS,-12.0,4060.0,NO
62,20,131,11,6|34|27|0,69.7,YES,12.0,LOSS,-12.0,4048.0,NO
62,21,132,13,7|29|28|21,73.2,NO,0,,0,4048.0,NO
62,22,133,18,16|24|33|1,72.7,NO,0,,0,4048.0,NO
62,23,134,34,6|34|27|36,72.9,NO,0,,0,4048.0,YES
62,24,135,34,7|29|28|16,72.0,YES,12.0,LOSS,-12.0,4036.0,NO
62,25,136,3,7|29|28|34,68.9,YES,24.0,LOSS,-24.0,4012.0,NO
62,26,137,10,16|24|33|34,70.3,YES,24.0,LOSS,-24.0,3988.0,NO
62,27,138,29,6|34|27|21,64.2,NO,0,,0,3988.0,NO
62,28,139,23,34|17|6|8,64.6,NO,0,,0,3988.0,YES
62,29,140,7,24|5|16|4,63.6,NO,0,,0,3988.0,NO
62,30,141,3,20|1|14|17,70.5,YES,24.0,LOSS,-24.0,3964.0,NO
62,31,142,1,16|24|33|10,71.9,YES,36.0,LOSS,-36.0,3928.0,NO
62,32,143,0,22|9|18|20,68.3,YES,36.0,WIN,72.0,4000.0,YES
62,33,144,9,29|18|7|0,69.5,YES,36.0,LOSS,-36.0,3964.0,NO
62,34,145,32,34|17|6|9,70.0,YES,36.0,WIN,72.0,4036.0,YES
62,35,146,6,26|3|0|7,70.2,YES,36.0,WIN,72.0,4108.0,YES
63,1,113,1,8|30|23|16,56.8,YES,12.0,LOSS,-12.0,3988.0,NO
63,2,114,20,22|9|18|4,70.7,YES,12.0,LOSS,-12.0,3976.0,NO
63,3,115,26,1|33|20|4,69.1,NO,0,,0,3976.0,NO
63,4,116,30,8|30|23|17,66.1,NO,0,,0,3976.0,YES
63,5,117,16,8|30|23|24,75.1,NO,0,,0,3976.0,YES
63,6,118,7,36|13|11|20,69.1,YES,12.0,LOSS,-12.0,3964.0,NO
63,7,119,20,14|20|31|15,75.2,YES,24.0,WIN,48.0,4012.0,YES
63,8,120,9,1|33|20|4,79.0,YES,24.0,LOSS,-24.0,3988.0,NO
63,9,121,32,34|17|6|20,76.7,YES,24.0,LOSS,-24.0,3964.0,NO
63,10,122,26,7|29|28|8,76.8,NO,0,,0,3964.0,NO
63,11,123,34,8|30|23|11,78.7,NO,0,,0,3964.0,YES
63,12,124,16,7|29|28|0,78.2,NO,0,,0,3964.0,NO
63,13,125,14,36|13|11|20,76.3,YES,24.0,WIN,48.0,4012.0,YES
63,14,126,29,20|1|14|30,76.5,YES,24.0,LOSS,-24.0,3988.0,NO
63,15,127,24,8|30|23|34,73.6,YES,24.0,WIN,48.0,4036.0,YES
63,16,128,11,16|24|33|1,71.0,YES,24.0,WIN,48.0,4084.0,YES
63,17,129,7,7|29|28|21,66.6,YES,12.0,WIN,24.0,4108.0,YES
64,1,114,20,22|9|18|4,60.7,YES,12.0,LOSS,-12.0,3988.0,NO
64,2,115,26,1|33|20|4,69.1,YES,12.0,LOSS,-12.0,3976.0,NO
64,3,116,30,8|30|23|17,66.1,NO,0,,0,3976.0,YES
64,4,117,16,8|30|23|24,75.1,NO,0,,0,3976.0,YES
64,5,118,7,36|13|11|20,70.4,NO,0,,0,3976.0,NO
64,6,119,20,14|20|31|15,74.9,YES,12.0,WIN,24.0,4000.0,YES
64,7,120,9,1|33|20|4,79.0,YES,12.0,LOSS,-12.0,3988.0,NO
64,8,121,32,34|17|6|20,76.6,YES,12.0,LOSS,-12.0,3976.0,NO
64,9,122,26,7|29|28|8,76.7,NO,0,,0,3976.0,NO
64,10,123,34,8|30|23|11,78.4,NO,0,,0,3976.0,YES
64,11,124,16,7|29|28|0,78.1,NO,0,,0,3976.0,NO
64,12,125,14,36|13|11|20,76.2,YES,12.0,WIN,24.0,4000.0,YES
64,13,126,29,20|1|14|30,76.4,YES,12.0,LOSS,-12.0,3988.0,NO
64,14,127,24,8|30|23|34,73.5,YES,12.0,WIN,24.0,4012.0,YES
64,15,128,11,16|24|33|1,71.0,YES,12.0,WIN,24.0,4036.0,YES
64,16,129,7,7|29|28|21,66.7,YES,12.0,WIN,24.0,4060.0,YES
64,17,130,17,19|15|4|20,74.7,YES,12.0,LOSS,-12.0,4048.0,NO
64,18,131,11,6|34|27|0,70.1,YES,12.0,LOSS,-12.0,4036.0,NO
64,19,132,13,7|29|28|21,73.5,NO,0,,0,4036.0,NO
64,20,133,18,16|24|33|1,72.7,NO,0,,0,4036.0,NO
64,21,134,34,6|34|27|36,72.9,NO,0,,0,4036.0,YES
64,22,135,34,7|29|28|16,72.0,YES,12.0,LOSS,-12.0,4024.0,NO
64,23,136,3,7|29|28|34,68.9,YES,24.0,LOSS,-24.0,4000.0,NO
64,24,137,10,16|24|33|34,70.3,YES,24.0,LOSS,-24.0,3976.0,NO
64,25,138,29,6|34|27|21,64.2,NO,0,,0,3976.0,NO
64,26,139,23,34|17|6|8,64.6,NO,0,,0,3976.0,YES
64,27,140,7,24|5|16|4,63.6,NO,0,,0,3976.0,NO
64,28,141,3,20|1|14|17,70.5,YES,24.0,LOSS,-24.0,3952.0,NO
64,29,142,1,16|24|33|10,71.9,YES,36.0,LOSS,-36.0,3916.0,NO
64,30,143,0,22|9|18|20,68.3,YES,36.0,WIN,72.0,3988.0,YES
64,31,144,9,29|18|7|0,69.5,YES,36.0,LOSS,-36.0,3952.0,NO
64,32,145,32,34|17|6|9,70.0,YES,36.0,WIN,72.0,4024.0,YES
64,33,146,6,26|3|0|7,70.2,YES,36.0,WIN,72.0,4096.0,YES
64,34,147,10,1|33|20|9,63.4,YES,24.0,LOSS,-24.0,4072.0,NO
64,35,148,20,6|34|27|29,66.6,YES,24.0,LOSS,-24.0,4048.0,NO
64,36,149,24,1|33|20|9,59.0,NO,0,,0,4048.0,NO
64,37,150,32,11|36|30|1,55.6,NO,0,,0,4048.0,NO
64,38,151,36,7|29|28|6,59.1,NO,0,,0,4048.0,NO
64,39,152,25,9|31|22|18,56.8,YES,24.0,LOSS,-24.0,4024.0,NO
64,40,153,14,17|25|34|28,58.4,YES,36.0,LOSS,-36.0,3988.0,NO
64,41,154,34,20|1|14|29,57.4,YES,36.0,LOSS,-36.0,3952.0,NO
64,42,155,15,7|29|28|34,57.6,NO,0,,0,3952.0,NO
64,43,156,4,1|33|20|14,56.6,NO,0,,0,3952.0,NO
64,44,157,11,4|19|21|10,49.2,NO,0,,0,3952.0,YES
64,45,158,26,21|4|2|7,51.1,YES,36.0,LOSS,-36.0,3916.0,NO
64,46,159,27,34|17|6|8,51.2,YES,48.0,LOSS,-48.0,3868.0,NO
64,47,160,18,23|8|10|34,58.5,YES,48.0,LOSS,-48.0,3820.0,NO
64,48,161,7,34|17|6|27,58.8,NO,0,,0,3820.0,YES
64,49,162,14,20|1|14|31,55.9,NO,0,,0,3820.0,YES
64,50,163,25,31|14|9|34,62.9,NO,0,,0,3820.0,NO
64,51,164,33,14|20|31|17,67.2,YES,48.0,LOSS,-48.0,3772.0,NO
64,52,165,3,8|30|23|5,63.2,YES,60.0,LOSS,-60.0,3712.0,NO
64,53,166,30,1|33|20|16,60.1,YES,60.0,LOSS,-60.0,3652.0,NO
64,54,167,25,8|30|23|16,56.5,NO,0,,0,3652.0,NO
64,55,168,1,14|20|31|17,59.1,NO,0,,0,3652.0,YES
64,56,169,34,22|9|18|20,62.4,NO,0,,0,3652.0,NO
64,57,170,34,7|29|28|34,61.5,YES,60.0,WIN,120.0,3772.0,YES
64,58,171,24,3|35|26|34,63.2,YES,60.0,WIN,120.0,3892.0,YES
64,59,172,5,11|36|30|1,63.9,YES,48.0,LOSS,-48.0,3844.0,NO
64,60,173,13,33|16|1|24,64.0,YES,48.0,LOSS,-48.0,3796.0,NO
64,61,174,19,1|33|20|25,61.3,NO,0,,0,3796.0,NO
64,62,175,14,15|32|19|34,63.0,NO,0,,0,3796.0,NO
64,63,176,35,34|17|6|25,65.3,NO,0,,0,3796.0,NO
64,64,177,6,34|17|6|8,64.4,YES,48.0,WIN,96.0,3892.0,YES
64,65,178,30,1|33|20|25,63.7,YES,48.0,LOSS,-48.0,3844.0,NO
64,66,179,25,25|2|17|24,65.3,YES,48.0,WIN,96.0,3940.0,YES
64,67,180,8,1|33|20|14,68.8,YES,48.0,LOSS,-48.0,3892.0,NO
64,68,181,20,1|33|20|5,69.0,YES,48.0,WIN,96.0,3988.0,YES
64,69,182,17,1|33|20|24,70.5,YES,48.0,WIN,96.0,4084.0,YES
64,70,183,25,6|34|27|0,71.9,YES,36.0,LOSS,-36.0,4048.0,NO
64,71,184,29,1|33|20|8,66.4,YES,36.0,LOSS,-36.0,4012.0,NO
64,72,185,19,34|17|6|8,63.9,NO,0,,0,4012.0,NO
64,73,186,13,14|20|31|15,63.4,NO,0,,0,4012.0,NO
64,74,187,30,25|2|17|8,59.9,NO,0,,0,4012.0,YES
64,75,188,9,25|2|17|8,67.6,YES,36.0,WIN,72.0,4084.0,YES
64,76,189,21,34|17|6|32,66.9,YES,36.0,LOSS,-36.0,4048.0,NO
